repo_id,repo_name,description,stars,contributors,forks,open_issues,license,archived,pushed_at,openrank_2607,openrank_2608,openrank_trend_2508_2607,openrank_trend_2509_2608,participants_2607,language,created_at,topics,landscape_action,landscape_layer,landscape_section,selection_reason,selection_caveat,github_status,trend_signal,trend_signal_reason
888092115,microsoft/markitdown,Python tool for converting files and office documents to Markdown.,186768,128,13777,695,MIT,false,2026-09-21,2.08,5.25,"[13.93,10.36,7.05,5.91,5.98,5.34,6.79,6.01,10.96,7.8,5.08,2.08]","[10.36, 7.05, 5.91, 5.98, 5.34, 6.79, 6.01, 10.96, 7.8, 5.08, 2.08, 5.25]",11,Python,2024-11-13,"autogen,autogen-extension,langchain,markdown,microsoft-office,openai,pdf",add,Model Infra,Data · Integration,"将 Office、PDF 等文件统一转换为 Markdown，连续 3 周上榜且达到 174,843 stars，可作为 agent/RAG 数据入口基础工具。",它是通用文档转换器，Agentic AI 价值来自上游数据准备，不应描述成 agent framework。,ok,,
139156354,cvat-ai/cvat,"Computer Vision Annotation Tool (CVAT) is a leading platform for building high-quality visual datasets for vision AI. It offers open-source, cloud, and enterprise products, as well as labeling services, for image, video, and 3D annotation with AI-assisted labeling, quality assurance, team collaboration, analytics, and developer APIs.",16785,284,3885,585,MIT,false,2026-09-24,6.34,18.82,"[52.58,44.78,42.19,38.39,38.77,32.21,31.51,26.45,25.72,23.91,11.47,6.34]","[44.78, 42.19, 38.39, 38.77, 32.21, 31.51, 26.45, 25.72, 23.91, 11.47, 6.34, 18.82]",5,Python,2018-06-29,"annotation,annotation-tool,annotations,boundingbox,computer-vision,computer-vision-annotation,dataset,deep-learning,image-annotation,image-classification,image-labeling,image-labelling-tool,imagenet,labeling,labeling-tool,object-detection,pytorch,semantic-segmentation,tensorflow,video-annotation",keep,Model Infra,Data · Labeling,"当前图中的 Data · Labeling 代表项目；仓库仍在维护，16,398 stars，最近可用 OpenRank 13.74。",保留通用标注平台，垂直数据工具进入专题而不是主图。,ok,,
192640529,HumanSignal/label-studio,Label Studio is a multi-type data labeling and annotation tool with standardized output format,28341,149,3729,949,Apache-2.0,false,2026-09-24,1.97,1.75,"[67.06,63.58,61.59,55.91,50.78,50.66,44.36,38.1,16.13,7.16,null,1.97]","[63.58, 61.59, 55.91, 50.78, 50.66, 44.36, 38.1, 16.13, 7.16, null, 1.97, 1.75]",4,TypeScript,2019-06-19,"annotation,annotation-tool,annotations,boundingbox,computer-vision,data-labeling,dataset,datasets,deep-learning,image-annotation,image-classification,image-labeling,image-labelling-tool,label-studio,labeling,labeling-tool,mlops,semantic-segmentation,text-annotation,yolo",keep,Model Infra,Data · Labeling,"当前图中的 Data · Labeling 代表项目；仓库仍在维护，27,939 stars，最近窗口暂未产出 OpenRank。",保留通用标注平台，垂直数据工具进入专题而不是主图。,ok,,
671269505,BerriAI/litellm,"The fastest, litest AI Gateway. Rust core with Python SDK. Call 100+ LLM APIs in OpenAI (or native) format with cost tracking, guardrails, load balancing, and logging [Bedrock, Azure, OpenAI, Anthropic, OpenAI, VertexAI, vLLM, Nvidia NIM]",59551,374,11741,5240,NOASSERTION,false,2026-09-24,92.22,71.18,"[321.12,312.79,288.67,257.21,255.62,259.11,277.86,244.03,183.69,141.15,111.17,92.22]","[312.79, 288.67, 257.21, 255.62, 259.11, 277.86, 244.03, 183.69, 141.15, 111.17, 92.22, 71.18]",121,Python,2023-07-27,"ai-gateway,anthropic,azure-openai,bedrock,gateway,langchain,litellm,llm,llm-gateway,llmops,mcp-gateway,openai,openai-proxy,rust,rust-ai,vertex-ai",keep,Model Infra,Model API gateways,"当前图中的 Model API gateways 代表项目；仓库仍在维护，54,916 stars，最近可用 OpenRank 113.81。",需要区分 model API、MCP gateway 和 agentic proxy，避免把所有代理工具放在一起。,ok,,
1157102282,diegosouzapw/OmniRoute,"Never stop coding. Free MIT AI gateway: one endpoint, 359 providers (150+ free), 1200+ models Kimi, Claude, GPT, Gemini, GLM, DeepSeek, MiniMax. Works with Claude Code, Codex, Cursor, OpenCode, Cline & Copilot. Quota-aware auto-fallback, RTK+Caveman compression saves 15-95% tokens, MCP/A2A, Desktop/PWA. Built by hundreds of contributors",69814,431,9906,545,MIT,false,2026-09-24,31.92,21.82,"[null,null,null,null,null,null,4.48,23.7,32.18,41.54,39.17,31.92]","[null, null, null, null, null, 4.48, 23.7, 32.18, 41.54, 39.17, 31.92, 21.82]",30,TypeScript,2026-02-13,"a2a,ai-agents,ai-gateway,anthropic,claude,claude-code,cline,codex,copilot,cursor,deepseek,free-ai,gemini,kimi,llm-gateway,mcp,openai,openai-proxy,qwen,token-saver",add,Model Infra,Model API gateways,提供多 provider、多模型的统一网关、配额感知 fallback 和协议适配；连续 4 周上榜，OpenRank 39.17、7 月参与者 30。,增长很快且功能声明较多，需要核验 provider 覆盖、许可证依赖和生产稳定性。,ok,,
717197250,QuantumNous/new-api,"A unified AI model hub for aggregation & distribution. It supports cross-converting various LLMs into OpenAI-compatible, Claude-compatible, or Gemini-compatible formats. A centralized gateway for personal and enterprise model management.",48851,306,11725,1334,AGPL-3.0,false,2026-09-23,10.99,12.97,"[66.93,64.37,53.31,51.28,51.44,52.44,50.14,54.96,56.32,48.07,25.34,10.99]","[64.37, 53.31, 51.28, 51.44, 52.44, 50.14, 54.96, 56.32, 48.07, 25.34, 10.99, 12.97]",15,Go,2023-11-10,"ai-gateway,claude,deepseek,gemini,newapi,openai,rerank",keep,Model Infra,Model API gateways,"当前图中的 Model API gateways 代表项目；仓库仍在维护，43,664 stars，最近可用 OpenRank 26.61。",需要区分 model API、MCP gateway 和 agentic proxy，避免把所有代理工具放在一起。,ok,,
558188628,higress-group/higress,🤖 AI Gateway | AI Native API Gateway,9453,202,1315,1151,Apache-2.0,false,2026-09-24,5.32,11.85,"[68.37,59.5,62.56,54.5,48.33,51.58,41.48,42.87,39.81,27.17,17.58,5.32]","[59.5, 62.56, 54.5, 48.33, 51.58, 41.48, 42.87, 39.81, 27.17, 17.58, 5.32, 11.85]",7,Go,2022-10-27,"ai-gateway,ai-native,api-gateway,cloud-native,envoy",keep,Model Infra,Model API gateways,"当前图中的 Model API gateways 代表项目；仓库仍在维护，8,960 stars，最近可用 OpenRank 20.27。",需要区分 model API、MCP gateway 和 agentic proxy，避免把所有代理工具放在一起。,ok,,
949546994,NVIDIA-NeMo/RL,Scalable toolkit for efficient model reinforcement,2031,163,571,1134,Apache-2.0,false,2026-09-24,35.74,34.1,"[61.83,64.77,65.51,48.69,47.48,46.68,38.04,42.5,42.08,50.07,45.3,35.74]","[64.77, 65.51, 48.69, 47.48, 46.68, 38.04, 42.5, 42.08, 50.07, 45.3, 35.74, 34.1]",26,Python,2025-03-16,,add,Model Infra,Post-Train · RL & environments,OpenRank 35.74、7 月参与者 26，补足成熟的分布式 post-training 工程实现。,NVIDIA 在 Model Infra 已有多个项目；这里表达独立的 post-training 角色，不外推为采用结论。,ok,,
881221486,verl-project/verl,verl/HybridFlow: A Flexible and Efficient RL Post-Training Framework ,23601,445,4588,1257,Apache-2.0,false,2026-09-24,22.94,24.84,"[291.3,258.16,246.46,255.35,251.6,225.13,148.99,106.43,83.06,51.81,33.54,22.94]","[258.16, 246.46, 255.35, 251.6, 225.13, 148.99, 106.43, 83.06, 51.81, 33.54, 22.94, 24.84]",13,Python,2024-10-31,,keep,Model Infra,Post-Train · RL & environments,"当前图中的 Post-Train · Reinforcement learning 代表项目；仓库仍在维护，22,699 stars，最近可用 OpenRank 40.18。",框架功能重叠明显，按通用性和持续协作控制在四个项目。,ok,,
250510075,huggingface/trl,Train transformer language models with reinforcement learning.,19379,465,3018,286,Apache-2.0,false,2026-09-24,22.75,19.59,"[88.54,80.62,74.66,68.59,62.79,53.86,54.41,40.69,40.63,34.95,27.31,22.75]","[80.62, 74.66, 68.59, 62.79, 53.86, 54.41, 40.69, 40.63, 34.95, 27.31, 22.75, 19.59]",14,Python,2020-03-27,,add,Model Infra,Post-Train · RL & environments,SFT、DPO、GRPO 等 post-training 的通用基础库，在 Hugging Face 生态中具有长期代表性。,项目不是 2026 新晋热点；这是旧图漏项修正，并替换社区信号较弱的 OpenRLHF。,ok,,
1037741738,RLinf/RLinf,RLinf: Reinforcement Learning Infrastructure for Embodied and Agentic AI,5365,123,749,270,Apache-2.0,false,2026-09-24,10.12,22.1,"[2.91,15.41,22.77,29.92,38.67,42.17,36.58,44.96,42.82,32.24,17.82,10.12]","[15.41, 22.77, 29.92, 38.67, 42.17, 36.58, 44.96, 42.82, 32.24, 17.82, 10.12, 22.1]",5,Python,2025-08-14,"agentic-ai,embodied-ai,reinforcement-learning,rl-infra,rlinf,vla-rl",keep,Model Infra,Post-Train · RL & environments,"当前图中的 Post-Train · Reinforcement learning 代表项目；仓库仍在维护，4,289 stars，最近可用 OpenRank 17.52。",框架功能重叠明显，按通用性和持续协作控制在四个项目。,ok,,
937952934,areal-project/AReaL,The RL Bridge for LLM-based Agent Applications. Made Simple & Flexible.,5793,103,608,134,Apache-2.0,false,2026-09-24,6.45,,"[25.34,35.25,42.88,45.74,49.92,43.66,40.36,60.93,57.26,38.83,16.51,6.45]","[35.25, 42.88, 45.74, 49.92, 43.66, 40.36, 60.93, 57.26, 38.83, 16.51, 6.45, null]",4,Python,2025-02-24,"agent,llm,llm-agent,llm-reasoning,machine-learning-systems,mlsys,reinforcement-learning,rl",keep,Model Infra,Post-Train · RL & environments,"当前图中的 Post-Train · Reinforcement learning 代表项目；仓库仍在维护，5,612 stars，最近可用 OpenRank 16.43。",框架功能重叠明显，按通用性和持续协作控制在四个项目。,ok,,
1067949357,huggingface/OpenEnv,An interface library for RL post training with environments. ,2606,92,460,106,BSD-3-Clause,false,2026-09-24,,6.65,"[null,null,10.91,22.0,18.86,18.32,15.03,11.32,9.36,8.51,7.55,null]","[null, 10.91, 22.0, 18.86, 18.32, 15.03, 11.32, 9.36, 8.51, 7.55, null, 6.65]",6,Python,2025-10-01,,add,Model Infra,Post-Train · RL & environments,Hugging Face 提供的 RL post-training environment 接口，直接连接 agentic execution environments 与训练流程。,当前规模较小，仅上榜 1 周；需要观察环境生态和训练框架接入。,ok,,
725205304,unslothai/unsloth,"Local UI to run and train LLMs and diffusion models. Supports GGUF, MLX, Qwen3.8, DeepSeek-V4, MiniMax-H3, Gemma 4, FLUX and more.",76701,335,7025,1292,Apache-2.0,false,2026-09-24,28.52,28.53,"[85.45,72.9,63.93,59.17,62.49,53.3,38.65,49.81,45.06,40.08,38.53,28.52]","[72.9, 63.93, 59.17, 62.49, 53.3, 38.65, 49.81, 45.06, 40.08, 38.53, 28.52, 28.53]",13,Python,2023-11-29,"agent,ai,chatgpt,deepseek,fine-tuning,gemma,image-generation,llama,llm,llms,openai,python,qwen,reinforcement-learning,self-hosted,stable-diffusion,text-to-speech,tts,ui,unsloth",keep,Model Infra,Post-Train · Supervised fine-tuning,"当前图中的 Post-Train · Supervised fine-tuning 代表项目；仓库仍在维护，69,015 stars，最近可用 OpenRank 42.76。",当前三个代表已经覆盖主流易用训练工具，不继续扩容。,ok,,
673412924,modelscope/ms-swift,"Use PEFT or Full-parameter to CPT/SFT/DPO/GRPO 600+ LLMs (Qwen3.8, DeepSeek-V4, GLM-5.1, InternLM3, Llama4, ...) and 300+ MLLMs (Qwen3-VL, Qwen3-Omni, InternVL3.5, Ovis2.5, GLM5.3, Gemma4, Llava, Phi4, ...) (AAAI 2025).",15723,224,1702,577,Apache-2.0,false,2026-09-24,13.69,14.63,"[142.65,144.62,123.77,117.91,104.07,97.84,67.11,57.88,37.95,24.22,18.68,13.69]","[144.62, 123.77, 117.91, 104.07, 97.84, 67.11, 57.88, 37.95, 24.22, 18.68, 13.69, 14.63]",10,Python,2023-08-01,"deepseek,embedding,glm,grpo,internvl,kimi,liger,llama,llm,lora,megatron,moe,multimodal,peft,qwen,qwen3,qwen3-omni,qwen3-vl,reranker,sft",keep,Model Infra,Post-Train · Supervised fine-tuning,"当前图中的 Post-Train · Supervised fine-tuning 代表项目；仓库仍在维护，14,973 stars，最近可用 OpenRank 22.32。",当前三个代表已经覆盖主流易用训练工具，不继续扩容。,ok,,
646410686,hiyouga/LlamaFactory,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024),75003,282,9188,1157,Apache-2.0,false,2026-09-14,,7.71,"[105.06,79.56,55.45,44.04,40.39,36.8,25.72,19.31,16.38,14.31,5.48,null]","[79.56, 55.45, 44.04, 40.39, 36.8, 25.72, 19.31, 16.38, 14.31, 5.48, null, 7.71]",1,Python,2023-05-28,"agent,ai,deepseek,fine-tuning,gemma,gpt,instruction-tuning,large-language-models,llama,llama3,llm,lora,moe,nlp,peft,qlora,quantization,qwen,rlhf,transformers",keep,Model Infra,Post-Train · Supervised fine-tuning,"当前图中的 Post-Train · Supervised fine-tuning 代表项目；仓库仍在维护，73,582 stars，最近可用 OpenRank 6.19。",当前三个代表已经覆盖主流易用训练工具，不继续扩容。,ok,,
669331976,flashinfer-ai/flashinfer,FlashInfer: Kernel Library for LLM Serving,6502,408,1496,1042,Apache-2.0,false,2026-09-24,147.83,79.8,"[65.19,70.26,78.03,73.14,65.84,71.18,85.64,111.35,127.11,133.35,152.97,147.83]","[70.26, 78.03, 73.14, 65.84, 71.18, 85.64, 111.35, 127.11, 133.35, 152.97, 147.83, 79.8]",119,Cuda,2023-07-22,"attention,cuda,distributed-inference,gpu,jit,large-large-models,llm-inference,moe,nvidia,pytorch",keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，6,053 stars，最近可用 OpenRank 119.80。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
23496542,triton-lang/triton,Development repository for the Triton language and compiler,20236,412,3216,1267,MIT,false,2026-09-24,41.95,49.38,"[139.39,137.95,131.66,117.88,110.35,104.34,99.43,88.2,77.45,69.4,47.71,41.95]","[137.95, 131.66, 117.88, 110.35, 104.34, 99.43, 88.2, 77.45, 69.4, 47.71, 41.95, 49.38]",14,MLIR,2014-08-30,,keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，19,803 stars，最近可用 OpenRank 47.07。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
790916393,NVIDIA/Model-Optimizer,"A unified library of SOTA model optimization techniques like quantization, distillation, pruning, neural architecture search, speculative decoding, etc. It compresses deep learning models for downstream deployment frameworks like TensorRT-LLM, TensorRT, vLLM, etc. to optimize inference speed.",3936,90,624,417,Apache-2.0,false,2026-09-24,36.92,36.21,"[11.46,29.36,38.47,44.84,47.68,53.42,55.52,57.77,56.85,52.51,49.88,36.92]","[29.36, 38.47, 44.84, 47.68, 53.42, 55.52, 57.77, 56.85, 52.51, 49.88, 36.92, 36.21]",22,Python,2024-04-23,,add,Model Infra,Pre-Train · Compiler & accelerator,统一量化、蒸馏、剪枝和投机解码等部署优化能力，最近可用 OpenRank 56.14。,厂商主导且与 TensorRT-LLM 有交叉；主图只表达模型优化层，不扩展 NVIDIA 同栈项目数量。,ok,,
539057023,NVIDIA/TransformerEngine,"A library for accelerating Transformer models on NVIDIA GPUs, including using 8-bit and 4-bit floating point (FP8 and FP4) precision on Hopper, Ada and Blackwell GPUs, to provide better performance with lower memory utilization in both training and inference.",3553,209,835,357,Apache-2.0,false,2026-09-24,17.7,34.61,"[66.75,60.75,52.47,55.65,53.26,46.6,44.06,41.91,46.14,40.7,32.71,17.7]","[60.75, 52.47, 55.65, 53.26, 46.6, 44.06, 41.91, 46.14, 40.7, 32.71, 17.7, 34.61]",9,Python,2022-09-20,"cuda,deep-learning,fp4,fp8,gpu,jax,machine-learning,python,pytorch",keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，3,450 stars，最近可用 OpenRank 32.73。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
523007292,openxla/xla,"A machine learning compiler for GPUs, CPUs, and ML accelerators",4554,418,949,1319,Apache-2.0,false,2026-09-24,11.48,15.31,"[59.0,61.63,66.63,55.51,50.35,45.73,36.61,36.97,36.79,33.35,23.09,11.48]","[61.63, 66.63, 55.51, 50.35, 45.73, 36.61, 36.97, 36.79, 33.35, 23.09, 11.48, 15.31]",10,C++,2022-08-09,,add,Model Infra,Pre-Train · Compiler & accelerator,Apache-2.0 的跨 GPU、CPU 和专用加速器编译基础设施，补足当前编译器层只展示 kernel 与算子库的问题。,star 规模不大；保留依据是结构代表性和开放编译栈位置。,ok,,
