repo_id,repo_name,description,stars,contributors,forks,open_issues,license,archived,pushed_at,openrank_2607,openrank_2608,openrank_trend_2508_2607,openrank_trend_2509_2608,participants_2607,language,created_at,topics,landscape_action,landscape_layer,landscape_section,selection_reason,selection_caveat,github_status,trend_signal,trend_signal_reason
824874689,cline/cline,"Autonomous coding agent as an SDK, IDE extension, or CLI assistant.",69219,321,7508,1433,Apache-2.0,false,2026-09-24,36.82,33.51,"[202.45,185.78,165.41,158.38,158.92,136.09,114.0,66.44,43.19,47.64,44.01,36.82]","[185.78, 165.41, 158.38, 158.92, 136.09, 114.0, 66.44, 43.19, 47.64, 44.01, 36.82, 33.51]",66,TypeScript,2024-07-06,,keep,Agent Infra,Agentic coding,"当前图中的 Agentic coding 代表项目；仓库仍在维护，65,129 stars，最近可用 OpenRank 49.31。",该区变化最快，logo 数量控制在 12 个，后续按持续协作和产品独立性替换。,ok,,
846698999,aaif-goose/goose,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM",54612,452,6308,401,Apache-2.0,false,2026-09-24,21.73,27.75,"[161.49,139.34,136.27,120.49,106.37,107.53,109.64,79.36,66.36,52.99,27.7,21.73]","[139.34, 136.27, 120.49, 106.37, 107.53, 109.64, 79.36, 66.36, 52.99, 27.7, 21.73, 27.75]",21,Rust,2024-08-23,"acp,ai,ai-agents,mcp",keep,Agent Infra,Agentic coding,"当前图中的 Agentic coding 代表项目；仓库仍在维护，51,850 stars，最近可用 OpenRank 30.41。",该区变化最快，logo 数量控制在 12 个，后续按持续协作和产品独立性替换。,ok,,
937253475,anthropics/claude-code,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows - all through natural language commands.",147919,55,24321,12644,,false,2026-09-24,143.36,76.35,"[677.48,604.1,619.58,558.14,760.1,1059.0,1109.23,1157.77,1069.96,678.34,311.35,143.36]","[604.1, 619.58, 558.14, 760.1, 1059.0, 1109.23, 1157.77, 1069.96, 678.34, 311.35, 143.36, 76.35]",167,TypeScript,2025-02-22,,keep,Agent Infra,Agentic coding,"当前图中的 Agentic coding 代表项目；仓库仍在维护，139,392 stars，最近可用 OpenRank 269.10。",该区变化最快，logo 数量控制在 12 个，后续按持续协作和产品独立性替换。,ok,,
701547123,open-webui/open-webui,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)",153022,388,22384,299,NOASSERTION,false,2026-09-24,21.58,33.0,"[237.9,211.8,181.55,159.95,130.05,117.03,128.04,119.73,102.91,83.03,47.32,21.58]","[211.8, 181.55, 159.95, 130.05, 117.03, 128.04, 119.73, 102.91, 83.03, 47.32, 21.58, 33.0]",15,Python,2023-10-06,"ai,llm,llm-ui,llm-webui,llms,mcp,ollama,ollama-webui,open-webui,openai,openapi,rag,self-hosted,ui,webui",keep,Agent Infra,Chatbot workspaces,"当前图中的 Chatbot workspaces 代表项目；仓库仍在维护，147,065 stars，最近可用 OpenRank 43.70。",该区维持三个成熟代表，避免把普通聊天客户端扩张成主图主体。,ok,,
589831718,Comfy-Org/ComfyUI,"The most powerful and modular diffusion model GUI, api and backend with a graph/nodes interface.",134826,340,15964,4928,GPL-3.0,false,2026-09-24,29.18,24.23,"[158.86,149.9,128.16,130.58,142.74,142.62,117.04,89.44,68.05,61.59,44.57,29.18]","[149.9, 128.16, 130.58, 142.74, 142.62, 117.04, 89.44, 68.05, 61.59, 44.57, 29.18, 24.23]",24,Python,2023-01-17,"ai,comfy,comfyui,python,pytorch,stable-diffusion",remove,Agent Infra,Workflow & agent builders,核心定位是图像和视频生成工作流，不适合作为通用 Workflow & agent builder 代表。,它仍应出现在生成式媒体生态图，而不是本版 Agent Infra 主图。,ok,,
643445235,lobehub/lobehub,"🤯 LobeHub is your Chief Agent Operator, organizing your agents into 7×24 operations by hiring, scheduling, and reporting on your entire AI team.",82800,349,15921,967,NOASSERTION,false,2026-09-24,38.07,36.35,"[111.16,118.49,105.69,91.69,95.44,105.4,94.92,88.57,74.53,65.54,50.82,38.07]","[118.49, 105.69, 91.69, 95.44, 105.4, 94.92, 88.57, 74.53, 65.54, 50.82, 38.07, 36.35]",21,TypeScript,2023-05-21,"agent,agent-collaboration,agent-harness,ai,cao,chatgpt,chief-agent-operator,claude,deepseek,fable,gemini,glm,gpt,knowledge-base,loop-engineering,mcp,openai,skills",keep,Agent Infra,Personal AI assistants,80k+ stars、最近可用 OpenRank 仍在 60 左右，已经成为个人 agent 工作空间和长期运行入口的代表项目。,产品同时覆盖聊天、知识库和多 agent 管理；主图只放在 Personal AI assistants，避免重复出现在 framework 或 chatbot。,ok,,
730534580,infiniflow/ragflow,RAGFlow is a leading open-source Retrieval-Augmented Generation (RAG) engine that fuses cutting-edge RAG with Agent capabilities to create a superior context layer for LLMs,91268,454,10821,1494,Apache-2.0,false,2026-09-24,33.94,44.33,"[199.04,183.85,152.73,151.16,150.85,137.89,107.44,93.33,83.82,76.8,62.05,33.94]","[183.85, 152.73, 151.16, 150.85, 137.89, 107.44, 93.33, 83.82, 76.8, 62.05, 33.94, 44.33]",26,Go,2023-12-12,"agent-harness,agentic-ai,agentic-nagive,agentic-retrieval,agentic-search,ai,ai-agents,context-engine,context-engineering,context-management,harness-engineering,knowledge-compilation,rag,retrieval-augmented-generation,search-harness",keep,Agent Infra,"Memory, knowledge & context","当前图中的 Memory, knowledge & context 代表项目；仓库仍在维护，86,252 stars，最近可用 OpenRank 62.54。",数据库、RAG 和 memory 边界容易混淆，图中要标清每个项目承担的层次。,ok,,
771302083,OpenHands/OpenHands,🙌 OpenHands: AI-Driven Development,89062,460,11725,875,MIT,false,2026-09-24,11.89,18.23,"[114.93,77.2,64.87,50.69,47.45,46.69,41.49,46.02,40.45,24.1,17.37,11.89]","[77.2, 64.87, 50.69, 47.45, 46.69, 41.49, 46.02, 40.45, 24.1, 17.37, 11.89, 18.23]",18,TypeScript,2024-03-13,"agent,artificial-intelligence,chatgpt,claude-ai,cli,developer-tools,gpt,llm,openai",keep,Agent Infra,Agentic coding,"当前图中的 Agentic coding 代表项目；仓库仍在维护，82,399 stars，最近可用 OpenRank 18.42。",该区变化最快，logo 数量控制在 12 个，后续按持续协作和产品独立性替换。,ok,,
599320067,langflow-ai/langflow,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.,155205,363,10137,1173,MIT,false,2026-09-24,26.11,29.03,"[126.74,121.56,109.35,99.51,95.82,86.53,76.05,69.71,62.27,48.64,36.41,26.11]","[121.56, 109.35, 99.51, 95.82, 86.53, 76.05, 69.71, 62.27, 48.64, 36.41, 26.11, 29.03]",12,Python,2023-02-08,"agents,chatgpt,generative-ai,large-language-models,multiagent,react-flow",keep,Agent Infra,Workflow & agent builders,"当前图中的 Workflow & agent builders 代表项目；仓库仍在维护，152,530 stars，最近可用 OpenRank 43.82。",与通用低代码平台有交叉，主图只保留明确支持 agent workflow 的项目。,ok,,
644461337,vercel/ai,"The AI Toolkit for TypeScript. From the creators of Next.js, the AI SDK is a free open-source library for building AI-powered applications and agents ",26927,470,5184,1477,NOASSERTION,false,2026-09-24,56.02,45.55,"[224.82,205.45,178.68,178.41,174.36,151.8,115.49,117.77,112.85,89.67,69.36,56.02]","[205.45, 178.68, 178.41, 174.36, 151.8, 115.49, 117.77, 112.85, 89.67, 69.36, 56.02, 45.55]",72,TypeScript,2023-05-23,"anthropic,artificial-intelligence,gemini,generative-ai,generative-ui,javascript,language-model,llm,nextjs,openai,react,svelte,typescript,vercel,vue",keep,Agent Infra,Code-first frameworks,"当前图中的 Code-first frameworks 代表项目；仓库仍在维护，25,859 stars，最近可用 OpenRank 55.99。",该区按语言和 runtime 多样性取样，不追求把所有 framework 都放进来。,ok,,
575865240,AstrBotDevs/AstrBot,"AI Agent Assistant & development framework that integrates lots of IM platforms, LLMs, plugins and AI feature, and can be your openclaw alternative. ✨",40960,364,2970,1558,AGPL-3.0,false,2026-09-24,36.97,34.71,"[77.0,77.66,81.73,86.01,82.34,75.71,99.42,108.57,82.91,57.01,45.83,36.97]","[77.66, 81.73, 86.01, 82.34, 75.71, 99.42, 108.57, 82.91, 57.01, 45.83, 36.97, 34.71]",13,Python,2022-12-08,"agent,ai,astrbot,chatbot,chatgpt,discord,docker,gemini,gpt,llama,llm,mcp,openai,python,qq,qqbot,telegram",keep,Agent Infra,Personal AI assistants,"当前图中的 Personal AI assistants 代表项目；仓库仍在维护，38,235 stars，最近可用 OpenRank 42.16。",产品边界普遍较宽，只在这一分区出现，避免与 chatbot 和 framework 重复。,ok,,
818331198,pydantic/pydantic-ai,"How Python does AI. Agents, realtime voice, image generation, embeddings. Every model, every interface, typed end to end.",20146,477,2775,967,MIT,false,2026-09-24,35.72,27.02,"[160.96,130.54,111.76,122.48,133.4,103.31,94.02,88.66,81.01,60.08,40.6,35.72]","[130.54, 111.76, 122.48, 133.4, 103.31, 94.02, 88.66, 81.01, 60.08, 40.6, 35.72, 27.02]",23,Python,2024-06-21,"agent-framework,genai,harness,harness-engineering,llm,pydantic,python",keep,Agent Infra,Code-first frameworks,"当前图中的 Code-first frameworks 代表项目；仓库仍在维护，18,861 stars，最近可用 OpenRank 36.55。",该区按语言和 runtime 多样性取样，不追求把所有 framework 都放进来。,ok,,
656099147,mem0ai/mem0,The Memory Layer for AI Agents - Drop-in memory infrastructure for AI agents and apps. Context that persists. Built for production.,65945,402,7756,755,Apache-2.0,false,2026-09-24,12.93,13.42,"[57.47,49.93,47.76,35.33,24.4,19.14,24.96,25.2,25.05,20.58,18.02,12.93]","[49.93, 47.76, 35.33, 24.4, 19.14, 24.96, 25.2, 25.05, 20.58, 18.02, 12.93, 13.42]",19,Python,2023-06-20,"agentic-memory,agentic-memory-system,agents,ai,ai-agents,chatgpt,genai,llm,long-term-memory,memory,memory-management,python,rag,state-management",keep,Agent Infra,"Memory, knowledge & context","当前图中的 Memory, knowledge & context 代表项目；仓库仍在维护，61,924 stars，最近可用 OpenRank 17.75。",数据库、RAG 和 memory 边界容易混淆，图中要标清每个项目承担的层次。,ok,,
440752086,coder/coder,Secure environments for developers and their agents,16671,268,1583,1107,AGPL-3.0,false,2026-09-24,62.06,47.41,"[90.87,96.98,93.26,78.72,71.37,66.96,71.33,84.79,97.49,90.19,76.5,62.06]","[96.98, 93.26, 78.72, 71.37, 66.96, 71.33, 84.79, 97.49, 90.19, 76.5, 62.06, 47.41]",32,Go,2021-12-22,"agents,dev-tools,development-environment,go,golang,ide,jetbrains,remote-development,terraform,vscode",keep,Agent Infra,Development sandboxes,"当前图中的 Development sandboxes 代表项目；仓库仍在维护，13,970 stars，最近可用 OpenRank 89.97。",编排层和隔离 runtime 不是一回事，主图说明中要保留这一区别。,ok,,
946087422,Kilo-Org/kilocode,"Kilo is the all-in-one agentic engineering platform. Build, ship, and iterate faster with the most popular open source coding agent.",27405,393,3193,612,MIT,false,2026-09-24,33.37,30.79,"[95.43,105.64,104.89,113.88,111.69,110.9,79.87,72.32,71.93,57.72,45.99,33.37]","[105.64, 104.89, 113.88, 111.69, 110.9, 79.87, 72.32, 71.93, 57.72, 45.99, 33.37, 30.79]",23,TypeScript,2025-03-10,"ai,ai-age,ai-coding,ai-developer-tools,chatgpt,claude,cli,gemini,jetbrains,sonnet,vscode,vscode-extension",keep,Agent Infra,Agentic coding,"当前图中的 Agentic coding 代表项目；仓库仍在维护，26,569 stars，最近可用 OpenRank 58.37。",该区变化最快，logo 数量控制在 12 个，后续按持续协作和产品独立性替换。,ok,,
573661753,activepieces/activepieces,AI Agents & MCPs & AI Workflow Automation • (~400 MCP servers for AI agents) • AI Automation / AI Agent with MCPs • AI Workflows & AI Agents • MCPs for AI Agents,24710,356,4240,591,NOASSERTION,false,2026-09-24,32.54,31.06,"[86.6,97.57,97.5,87.51,61.6,55.5,75.8,73.79,74.45,66.72,59.73,32.54]","[97.57, 97.5, 87.51, 61.6, 55.5, 75.8, 73.79, 74.45, 66.72, 59.73, 32.54, 31.06]",29,TypeScript,2022-12-03,"ai-agent,ai-agent-tools,ai-agents,ai-agents-framework,mcp,mcp-server,mcp-tools,mcps,n8n-alternative,no-code-automation,workflow,workflow-automation,workflows",keep,Agent Infra,Workflow & agent builders,"当前图中的 Workflow & agent builders 代表项目；仓库仍在维护，23,454 stars，最近可用 OpenRank 61.65。",与通用低代码平台有交叉，主图只保留明确支持 agent workflow 的项目。,ok,,
955620917,upstash/context7,Context7 Platform -- Up-to-date code documentation for LLMs and AI code editors,62392,128,3029,69,MIT,false,2026-09-24,,12.27,"[42.72,39.47,40.13,48.86,46.81,41.89,51.76,42.66,26.71,20.65,13.74,null]","[39.47, 40.13, 48.86, 46.81, 41.89, 51.76, 42.66, 26.71, 20.65, 13.74, null, 12.27]",3,TypeScript,2025-03-26,"llm,mcp,mcp-server,vibe-coding",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；59,901 stars，最近可用 OpenRank 14.38，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
707441527,livekit/agents,A framework for building realtime voice AI agents 🤖🎙️📹 ,14339,459,3792,846,Apache-2.0,false,2026-09-24,21.41,24.81,"[104.31,94.41,89.29,93.27,81.6,71.2,65.35,58.3,48.12,37.95,30.44,21.41]","[94.41, 89.29, 93.27, 81.6, 71.2, 65.35, 58.3, 48.12, 37.95, 30.44, 21.41, 24.81]",10,Python,2023-10-19,"agents,ai,openai,real-time,video,voice",keep,Agent Infra,Code-first frameworks,"当前图中的 Code-first frameworks 代表项目；仓库仍在维护，11,536 stars，最近可用 OpenRank 36.48。",该区按语言和 runtime 多样性取样，不追求把所有 framework 都放进来。,ok,,
958830659,google/adk-python,"An open-source, code-first Python toolkit for building, evaluating, and deploying sophisticated AI agents with flexibility and control.",21626,419,4065,500,Apache-2.0,false,2026-09-24,11.68,16.1,"[118.05,96.93,90.7,103.47,94.9,81.61,68.83,55.68,51.79,35.96,24.77,11.68]","[96.93, 90.7, 103.47, 94.9, 81.61, 68.83, 55.68, 51.79, 35.96, 24.77, 11.68, 16.1]",17,Python,2025-04-01,"agent,agentic,agentic-ai,agents,agents-sdk,ai,ai-agents,aiagentframework,genai,genai-chatbot,llm,llms,multi-agent,multi-agent-systems,multi-agents,multi-agents-collaboration",keep,Agent Infra,Code-first frameworks,"当前图中的 Code-first frameworks 代表项目；仓库仍在维护，20,921 stars，最近可用 OpenRank 25.21。",该区按语言和 runtime 多样性取样，不追求把所有 framework 都放进来。,ok,,
678526156,marimo-team/marimo,"A reactive notebook for Python — run reproducible experiments, query with SQL, execute as a script, deploy as an app, and version with git. Stored as pure Python. All in a modern, AI-native editor.",22889,341,1291,600,Apache-2.0,false,2026-09-24,26.83,22.27,"[88.24,86.25,78.34,69.71,64.46,68.53,66.04,54.21,50.68,45.95,39.2,26.83]","[86.25, 78.34, 69.71, 64.46, 68.53, 66.04, 54.21, 50.68, 45.95, 39.2, 26.83, 22.27]",19,Python,2023-08-14,"artificial-intelligence,dag,data-science,data-visualization,dataflow,developer-tools,machine-learning,notebooks,pipeline,python,reactive,sql,web-app",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；22,094 stars，最近可用 OpenRank 37.27，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
644686905,continuedev/continue,open-source coding agent,36012,393,5425,976,Apache-2.0,false,2026-09-22,2.83,3.73,"[143.42,133.06,106.89,91.62,82.08,79.87,71.35,61.85,35.61,15.73,6.22,2.83]","[133.06, 106.89, 91.62, 82.08, 79.87, 71.35, 61.85, 35.61, 15.73, 6.22, 2.83, 3.73]",5,TypeScript,2023-05-24,"agent,ai,cli,developer-tools,open-source",remove,Agent Infra,Agentic coding,coding agent 区需要压缩；当前 OpenRank 信号明显低于同区头部项目，结构上也没有新增能力层。,Continue 具有历史影响力，本次下架是版面取舍，不等于项目失去价值。,ok,,
552661142,langchain-ai/langchain,The agent engineering platform.,146992,467,24595,568,MIT,false,2026-09-24,27.87,28.64,"[138.98,119.76,116.67,108.12,107.42,95.83,87.21,77.74,67.66,51.07,36.48,27.87]","[119.76, 116.67, 108.12, 107.42, 95.83, 87.21, 77.74, 67.66, 51.07, 36.48, 27.87, 28.64]",16,Python,2022-10-17,"agents,ai,ai-agents,anthropic,chatgpt,deepagents,enterprise,framework,gemini,generative-ai,langchain,langgraph,llm,multiagent,open-source,openai,pydantic,python,rag,typescript",keep,Agent Infra,Code-first frameworks,"当前图中的 Code-first frameworks 代表项目；仓库仍在维护，142,799 stars，最近可用 OpenRank 21.50。",该区按语言和 runtime 多样性取样，不追求把所有 framework 都放进来。,ok,,
805155266,CherryHQ/cherry-studio,"AI productivity studio with smart chat, autonomous agents, and 300+ assistants. Unified access to frontier LLMs",52131,407,5009,1632,AGPL-3.0,false,2026-09-24,45.74,40.43,"[370.94,322.24,253.1,191.58,181.92,153.66,117.61,108.64,99.72,80.35,60.21,45.74]","[322.24, 253.1, 191.58, 181.92, 153.66, 117.61, 108.64, 99.72, 80.35, 60.21, 45.74, 40.43]",17,TypeScript,2024-05-24,"agent-skills,ai-agent,claude-code,codex,deepseek,hermes-agent,open-code-review,skills,vibe-coding",keep,Agent Infra,Chatbot workspaces,"当前图中的 Chatbot workspaces 代表项目；仓库仍在维护，49,083 stars，最近可用 OpenRank 68.81。",该区维持三个成熟代表，避免把普通聊天客户端扩张成主图主体。,ok,,
1108837393,code-yeongyu/oh-my-openagent,"OmO: Just type ""mass ulw"" keyword with your prompt. Now you are the master of graph engineering.",69364,319,5716,1064,NOASSERTION,false,2026-09-24,23.75,23.81,"[null,null,null,null,27.78,115.71,116.74,89.72,73.96,52.49,43.14,23.75]","[null, null, null, 27.78, 115.71, 116.74, 89.72, 73.96, 52.49, 43.14, 23.75, 23.81]",10,TypeScript,2025-12-03,"ai,ai-agents,anthropic,chatgpt,claude,claude-skills,codex,cursor,gemini,ide,openai,opencode,orchestration,tui,typescript",keep,Agent Infra,Coding workflows & harnesses,"当前图中的 Coding harnesses 代表项目；仓库仍在维护，66,711 stars，最近可用 OpenRank 46.25。",harness 热度容易受短期传播影响，需要持续检查外部贡献和真实复用。,ok,,
488641606,agno-agi/agno,"Build, run, and manage agent platforms.",42330,442,6000,1617,Apache-2.0,false,2026-09-24,33.49,29.45,"[121.55,130.26,113.24,95.5,99.9,92.68,75.42,61.57,59.41,51.14,36.66,33.49]","[130.26, 113.24, 95.5, 99.9, 92.68, 75.42, 61.57, 59.41, 51.14, 36.66, 33.49, 29.45]",24,Python,2022-05-04,"agents,ai,ai-agents,developer-tools,python",add,Agent Infra,Code-first frameworks,OpenRank 33.49、7 月参与者 24；替换 Flue 后不增加 framework 分区密度。,与现有 Python agent frameworks 有交叉，后续继续按独立社区和能力边界复核。,ok,,
748713144,huggingface/lerobot,🤗 LeRobot: Making AI for Robotics more accessible with end-to-end learning,27754,269,5734,954,Apache-2.0,false,2026-09-24,9.76,23.05,"[89.54,85.11,85.22,82.25,72.62,61.31,49.73,40.98,39.05,34.6,14.59,9.76]","[85.11, 85.22, 82.25, 72.62, 61.31, 49.73, 40.98, 39.05, 34.6, 14.59, 9.76, 23.05]",24,Python,2024-01-26,,keep,Model Infra,Pre-Train · Robotics infra,"当前图中的 Pre-Train · Robotics infra 代表项目；仓库仍在维护，26,203 stars，最近可用 OpenRank 17.57。",只放 robotics infra，不把机器人 foundation model 混进来。,ok,,
